split_seed,split_role,position,experiment_id
11,initial_train,0,Q007
11,initial_train,1,Q016
11,initial_train,2,Q019
11,initial_train,3,Q025
11,initial_train,4,Q034
11,initial_train,5,Q039
11,initial_train,6,Q045
11,initial_train,7,Q061
11,initial_train,8,Q062
11,initial_train,9,Q066
11,initial_train,10,Q068
11,initial_train,11,Q069
11,initial_train,12,Q070
11,initial_train,13,Q083
11,initial_train,14,Q089
11,acquisition_pool,0,Q002
11,acquisition_pool,1,Q004
11,acquisition_pool,2,Q005
11,acquisition_pool,3,Q006
11,acquisition_pool,4,Q008
11,acquisition_pool,5,Q010
11,acquisition_pool,6,Q012
11,acquisition_pool,7,Q015
11,acquisition_pool,8,Q022
11,acquisition_pool,9,Q027
11,acquisition_pool,10,Q029
11,acquisition_pool,11,Q030
11,acquisition_pool,12,Q032
11,acquisition_pool,13,Q033
11,acquisition_pool,14,Q035
11,acquisition_pool,15,Q036
11,acquisition_pool,16,Q037
11,acquisition_pool,17,Q038
11,acquisition_pool,18,Q040
11,acquisition_pool,19,Q042
11,acquisition_pool,20,Q044
11,acquisition_pool,21,Q046
11,acquisition_pool,22,Q047
11,acquisition_pool,23,Q048
11,acquisition_pool,24,Q053
11,acquisition_pool,25,Q055
11,acquisition_pool,26,Q057
11,acquisition_pool,27,Q058
11,acquisition_pool,28,Q063
11,acquisition_pool,29,Q065
11,acquisition_pool,30,Q071
11,acquisition_pool,31,Q073
11,acquisition_pool,32,Q074
11,acquisition_pool,33,Q075
11,acquisition_pool,34,Q076
11,acquisition_pool,35,Q081
11,acquisition_pool,36,Q088
11,acquisition_pool,37,Q090
11,acquisition_pool,38,Q091
11,acquisition_pool,39,Q095
11,test,0,Q001
11,test,1,Q003
11,test,2,Q009
11,test,3,Q011
11,test,4,Q013
11,test,5,Q014
11,test,6,Q017
11,test,7,Q018
11,test,8,Q020
11,test,9,Q021
11,test,10,Q023
11,test,11,Q024
11,test,12,Q026
11,test,13,Q028
11,test,14,Q031
11,test,15,Q041
11,test,16,Q043
11,test,17,Q049
11,test,18,Q050
11,test,19,Q051
11,test,20,Q052
11,test,21,Q054
11,test,22,Q056
11,test,23,Q059
11,test,24,Q060
11,test,25,Q064
11,test,26,Q067
11,test,27,Q072
11,test,28,Q077
11,test,29,Q078
11,test,30,Q079
11,test,31,Q080
11,test,32,Q082
11,test,33,Q084
11,test,34,Q085
11,test,35,Q086
11,test,36,Q087
11,test,37,Q092
11,test,38,Q093
11,test,39,Q094
