split_seed,split_role,position,experiment_id
6,initial_train,0,Q007
6,initial_train,1,Q012
6,initial_train,2,Q031
6,initial_train,3,Q049
6,initial_train,4,Q055
6,initial_train,5,Q060
6,initial_train,6,Q063
6,initial_train,7,Q065
6,initial_train,8,Q067
6,initial_train,9,Q070
6,initial_train,10,Q079
6,initial_train,11,Q083
6,initial_train,12,Q091
6,initial_train,13,Q093
6,initial_train,14,Q094
6,acquisition_pool,0,Q002
6,acquisition_pool,1,Q003
6,acquisition_pool,2,Q004
6,acquisition_pool,3,Q005
6,acquisition_pool,4,Q006
6,acquisition_pool,5,Q009
6,acquisition_pool,6,Q010
6,acquisition_pool,7,Q014
6,acquisition_pool,8,Q017
6,acquisition_pool,9,Q019
6,acquisition_pool,10,Q024
6,acquisition_pool,11,Q026
6,acquisition_pool,12,Q027
6,acquisition_pool,13,Q028
6,acquisition_pool,14,Q029
6,acquisition_pool,15,Q032
6,acquisition_pool,16,Q035
6,acquisition_pool,17,Q037
6,acquisition_pool,18,Q038
6,acquisition_pool,19,Q041
6,acquisition_pool,20,Q045
6,acquisition_pool,21,Q048
6,acquisition_pool,22,Q051
6,acquisition_pool,23,Q052
6,acquisition_pool,24,Q053
6,acquisition_pool,25,Q057
6,acquisition_pool,26,Q058
6,acquisition_pool,27,Q059
6,acquisition_pool,28,Q064
6,acquisition_pool,29,Q066
6,acquisition_pool,30,Q069
6,acquisition_pool,31,Q071
6,acquisition_pool,32,Q073
6,acquisition_pool,33,Q075
6,acquisition_pool,34,Q076
6,acquisition_pool,35,Q080
6,acquisition_pool,36,Q081
6,acquisition_pool,37,Q085
6,acquisition_pool,38,Q089
6,acquisition_pool,39,Q095
6,test,0,Q001
6,test,1,Q008
6,test,2,Q011
6,test,3,Q013
6,test,4,Q015
6,test,5,Q016
6,test,6,Q018
6,test,7,Q020
6,test,8,Q021
6,test,9,Q022
6,test,10,Q023
6,test,11,Q025
6,test,12,Q030
6,test,13,Q033
6,test,14,Q034
6,test,15,Q036
6,test,16,Q039
6,test,17,Q040
6,test,18,Q042
6,test,19,Q043
6,test,20,Q044
6,test,21,Q046
6,test,22,Q047
6,test,23,Q050
6,test,24,Q054
6,test,25,Q056
6,test,26,Q061
6,test,27,Q062
6,test,28,Q068
6,test,29,Q072
6,test,30,Q074
6,test,31,Q077
6,test,32,Q078
6,test,33,Q082
6,test,34,Q084
6,test,35,Q086
6,test,36,Q087
6,test,37,Q088
6,test,38,Q090
6,test,39,Q092
