split_seed,split_role,position,experiment_id
0,initial_train,0,Q006
0,initial_train,1,Q011
0,initial_train,2,Q012
0,initial_train,3,Q014
0,initial_train,4,Q017
0,initial_train,5,Q021
0,initial_train,6,Q028
0,initial_train,7,Q035
0,initial_train,8,Q037
0,initial_train,9,Q051
0,initial_train,10,Q053
0,initial_train,11,Q067
0,initial_train,12,Q088
0,initial_train,13,Q094
0,initial_train,14,Q095
0,acquisition_pool,0,Q002
0,acquisition_pool,1,Q003
0,acquisition_pool,2,Q004
0,acquisition_pool,3,Q005
0,acquisition_pool,4,Q009
0,acquisition_pool,5,Q010
0,acquisition_pool,6,Q016
0,acquisition_pool,7,Q018
0,acquisition_pool,8,Q019
0,acquisition_pool,9,Q020
0,acquisition_pool,10,Q022
0,acquisition_pool,11,Q024
0,acquisition_pool,12,Q025
0,acquisition_pool,13,Q026
0,acquisition_pool,14,Q029
0,acquisition_pool,15,Q031
0,acquisition_pool,16,Q036
0,acquisition_pool,17,Q040
0,acquisition_pool,18,Q043
0,acquisition_pool,19,Q044
0,acquisition_pool,20,Q045
0,acquisition_pool,21,Q048
0,acquisition_pool,22,Q054
0,acquisition_pool,23,Q056
0,acquisition_pool,24,Q058
0,acquisition_pool,25,Q061
0,acquisition_pool,26,Q063
0,acquisition_pool,27,Q065
0,acquisition_pool,28,Q066
0,acquisition_pool,29,Q068
0,acquisition_pool,30,Q069
0,acquisition_pool,31,Q071
0,acquisition_pool,32,Q072
0,acquisition_pool,33,Q073
0,acquisition_pool,34,Q076
0,acquisition_pool,35,Q081
0,acquisition_pool,36,Q083
0,acquisition_pool,37,Q084
0,acquisition_pool,38,Q090
0,acquisition_pool,39,Q091
0,test,0,Q001
0,test,1,Q007
0,test,2,Q008
0,test,3,Q013
0,test,4,Q015
0,test,5,Q023
0,test,6,Q027
0,test,7,Q030
0,test,8,Q032
0,test,9,Q033
0,test,10,Q034
0,test,11,Q038
0,test,12,Q039
0,test,13,Q041
0,test,14,Q042
0,test,15,Q046
0,test,16,Q047
0,test,17,Q049
0,test,18,Q050
0,test,19,Q052
0,test,20,Q055
0,test,21,Q057
0,test,22,Q059
0,test,23,Q060
0,test,24,Q062
0,test,25,Q064
0,test,26,Q070
0,test,27,Q074
0,test,28,Q075
0,test,29,Q077
0,test,30,Q078
0,test,31,Q079
0,test,32,Q080
0,test,33,Q082
0,test,34,Q085
0,test,35,Q086
0,test,36,Q087
0,test,37,Q089
0,test,38,Q092
0,test,39,Q093
