split_seed,split_role,position,experiment_id
13,initial_train,0,Q002
13,initial_train,1,Q018
13,initial_train,2,Q023
13,initial_train,3,Q026
13,initial_train,4,Q037
13,initial_train,5,Q038
13,initial_train,6,Q039
13,initial_train,7,Q048
13,initial_train,8,Q050
13,initial_train,9,Q060
13,initial_train,10,Q065
13,initial_train,11,Q071
13,initial_train,12,Q077
13,initial_train,13,Q089
13,initial_train,14,Q091
13,acquisition_pool,0,Q001
13,acquisition_pool,1,Q007
13,acquisition_pool,2,Q008
13,acquisition_pool,3,Q009
13,acquisition_pool,4,Q012
13,acquisition_pool,5,Q014
13,acquisition_pool,6,Q017
13,acquisition_pool,7,Q021
13,acquisition_pool,8,Q024
13,acquisition_pool,9,Q029
13,acquisition_pool,10,Q030
13,acquisition_pool,11,Q031
13,acquisition_pool,12,Q034
13,acquisition_pool,13,Q035
13,acquisition_pool,14,Q040
13,acquisition_pool,15,Q045
13,acquisition_pool,16,Q046
13,acquisition_pool,17,Q049
13,acquisition_pool,18,Q053
13,acquisition_pool,19,Q054
13,acquisition_pool,20,Q055
13,acquisition_pool,21,Q056
13,acquisition_pool,22,Q062
13,acquisition_pool,23,Q064
13,acquisition_pool,24,Q066
13,acquisition_pool,25,Q067
13,acquisition_pool,26,Q068
13,acquisition_pool,27,Q069
13,acquisition_pool,28,Q073
13,acquisition_pool,29,Q074
13,acquisition_pool,30,Q079
13,acquisition_pool,31,Q080
13,acquisition_pool,32,Q081
13,acquisition_pool,33,Q082
13,acquisition_pool,34,Q083
13,acquisition_pool,35,Q085
13,acquisition_pool,36,Q088
13,acquisition_pool,37,Q093
13,acquisition_pool,38,Q094
13,acquisition_pool,39,Q095
13,test,0,Q003
13,test,1,Q004
13,test,2,Q005
13,test,3,Q006
13,test,4,Q010
13,test,5,Q011
13,test,6,Q013
13,test,7,Q015
13,test,8,Q016
13,test,9,Q019
13,test,10,Q020
13,test,11,Q022
13,test,12,Q025
13,test,13,Q027
13,test,14,Q028
13,test,15,Q032
13,test,16,Q033
13,test,17,Q036
13,test,18,Q041
13,test,19,Q042
13,test,20,Q043
13,test,21,Q044
13,test,22,Q047
13,test,23,Q051
13,test,24,Q052
13,test,25,Q057
13,test,26,Q058
13,test,27,Q059
13,test,28,Q061
13,test,29,Q063
13,test,30,Q070
13,test,31,Q072
13,test,32,Q075
13,test,33,Q076
13,test,34,Q078
13,test,35,Q084
13,test,36,Q086
13,test,37,Q087
13,test,38,Q090
13,test,39,Q092
