split_seed,split_role,position,experiment_id
5,initial_train,0,Q005
5,initial_train,1,Q010
5,initial_train,2,Q018
5,initial_train,3,Q030
5,initial_train,4,Q032
5,initial_train,5,Q040
5,initial_train,6,Q045
5,initial_train,7,Q047
5,initial_train,8,Q058
5,initial_train,9,Q066
5,initial_train,10,Q073
5,initial_train,11,Q083
5,initial_train,12,Q085
5,initial_train,13,Q087
5,initial_train,14,Q095
5,acquisition_pool,0,Q001
5,acquisition_pool,1,Q004
5,acquisition_pool,2,Q007
5,acquisition_pool,3,Q012
5,acquisition_pool,4,Q013
5,acquisition_pool,5,Q014
5,acquisition_pool,6,Q019
5,acquisition_pool,7,Q020
5,acquisition_pool,8,Q021
5,acquisition_pool,9,Q022
5,acquisition_pool,10,Q023
5,acquisition_pool,11,Q025
5,acquisition_pool,12,Q026
5,acquisition_pool,13,Q027
5,acquisition_pool,14,Q028
5,acquisition_pool,15,Q029
5,acquisition_pool,16,Q031
5,acquisition_pool,17,Q033
5,acquisition_pool,18,Q035
5,acquisition_pool,19,Q036
5,acquisition_pool,20,Q039
5,acquisition_pool,21,Q042
5,acquisition_pool,22,Q043
5,acquisition_pool,23,Q044
5,acquisition_pool,24,Q048
5,acquisition_pool,25,Q050
5,acquisition_pool,26,Q055
5,acquisition_pool,27,Q056
5,acquisition_pool,28,Q057
5,acquisition_pool,29,Q059
5,acquisition_pool,30,Q060
5,acquisition_pool,31,Q063
5,acquisition_pool,32,Q067
5,acquisition_pool,33,Q074
5,acquisition_pool,34,Q075
5,acquisition_pool,35,Q076
5,acquisition_pool,36,Q081
5,acquisition_pool,37,Q082
5,acquisition_pool,38,Q088
5,acquisition_pool,39,Q093
5,test,0,Q002
5,test,1,Q003
5,test,2,Q006
5,test,3,Q008
5,test,4,Q009
5,test,5,Q011
5,test,6,Q015
5,test,7,Q016
5,test,8,Q017
5,test,9,Q024
5,test,10,Q034
5,test,11,Q037
5,test,12,Q038
5,test,13,Q041
5,test,14,Q046
5,test,15,Q049
5,test,16,Q051
5,test,17,Q052
5,test,18,Q053
5,test,19,Q054
5,test,20,Q061
5,test,21,Q062
5,test,22,Q064
5,test,23,Q065
5,test,24,Q068
5,test,25,Q069
5,test,26,Q070
5,test,27,Q071
5,test,28,Q072
5,test,29,Q077
5,test,30,Q078
5,test,31,Q079
5,test,32,Q080
5,test,33,Q084
5,test,34,Q086
5,test,35,Q089
5,test,36,Q090
5,test,37,Q091
5,test,38,Q092
5,test,39,Q094
