split_seed,split_role,position,experiment_id
16,initial_train,0,Q004
16,initial_train,1,Q005
16,initial_train,2,Q008
16,initial_train,3,Q009
16,initial_train,4,Q017
16,initial_train,5,Q025
16,initial_train,6,Q030
16,initial_train,7,Q035
16,initial_train,8,Q042
16,initial_train,9,Q056
16,initial_train,10,Q062
16,initial_train,11,Q065
16,initial_train,12,Q070
16,initial_train,13,Q080
16,initial_train,14,Q091
16,acquisition_pool,0,Q007
16,acquisition_pool,1,Q012
16,acquisition_pool,2,Q015
16,acquisition_pool,3,Q019
16,acquisition_pool,4,Q021
16,acquisition_pool,5,Q023
16,acquisition_pool,6,Q024
16,acquisition_pool,7,Q026
16,acquisition_pool,8,Q028
16,acquisition_pool,9,Q031
16,acquisition_pool,10,Q032
16,acquisition_pool,11,Q036
16,acquisition_pool,12,Q037
16,acquisition_pool,13,Q039
16,acquisition_pool,14,Q040
16,acquisition_pool,15,Q041
16,acquisition_pool,16,Q048
16,acquisition_pool,17,Q049
16,acquisition_pool,18,Q050
16,acquisition_pool,19,Q052
16,acquisition_pool,20,Q053
16,acquisition_pool,21,Q054
16,acquisition_pool,22,Q055
16,acquisition_pool,23,Q057
16,acquisition_pool,24,Q060
16,acquisition_pool,25,Q061
16,acquisition_pool,26,Q064
16,acquisition_pool,27,Q069
16,acquisition_pool,28,Q071
16,acquisition_pool,29,Q072
16,acquisition_pool,30,Q073
16,acquisition_pool,31,Q076
16,acquisition_pool,32,Q077
16,acquisition_pool,33,Q079
16,acquisition_pool,34,Q081
16,acquisition_pool,35,Q085
16,acquisition_pool,36,Q086
16,acquisition_pool,37,Q088
16,acquisition_pool,38,Q092
16,acquisition_pool,39,Q093
16,test,0,Q001
16,test,1,Q002
16,test,2,Q003
16,test,3,Q006
16,test,4,Q010
16,test,5,Q011
16,test,6,Q013
16,test,7,Q014
16,test,8,Q016
16,test,9,Q018
16,test,10,Q020
16,test,11,Q022
16,test,12,Q027
16,test,13,Q029
16,test,14,Q033
16,test,15,Q034
16,test,16,Q038
16,test,17,Q043
16,test,18,Q044
16,test,19,Q045
16,test,20,Q046
16,test,21,Q047
16,test,22,Q051
16,test,23,Q058
16,test,24,Q059
16,test,25,Q063
16,test,26,Q066
16,test,27,Q067
16,test,28,Q068
16,test,29,Q074
16,test,30,Q075
16,test,31,Q078
16,test,32,Q082
16,test,33,Q083
16,test,34,Q084
16,test,35,Q087
16,test,36,Q089
16,test,37,Q090
16,test,38,Q094
16,test,39,Q095
