split_seed,split_role,position,experiment_id
9,initial_train,0,Q002
9,initial_train,1,Q004
9,initial_train,2,Q005
9,initial_train,3,Q012
9,initial_train,4,Q019
9,initial_train,5,Q028
9,initial_train,6,Q030
9,initial_train,7,Q035
9,initial_train,8,Q071
9,initial_train,9,Q074
9,initial_train,10,Q077
9,initial_train,11,Q081
9,initial_train,12,Q086
9,initial_train,13,Q091
9,initial_train,14,Q094
9,acquisition_pool,0,Q007
9,acquisition_pool,1,Q010
9,acquisition_pool,2,Q013
9,acquisition_pool,3,Q014
9,acquisition_pool,4,Q015
9,acquisition_pool,5,Q016
9,acquisition_pool,6,Q017
9,acquisition_pool,7,Q020
9,acquisition_pool,8,Q022
9,acquisition_pool,9,Q027
9,acquisition_pool,10,Q032
9,acquisition_pool,11,Q036
9,acquisition_pool,12,Q039
9,acquisition_pool,13,Q041
9,acquisition_pool,14,Q042
9,acquisition_pool,15,Q046
9,acquisition_pool,16,Q048
9,acquisition_pool,17,Q049
9,acquisition_pool,18,Q050
9,acquisition_pool,19,Q051
9,acquisition_pool,20,Q052
9,acquisition_pool,21,Q054
9,acquisition_pool,22,Q055
9,acquisition_pool,23,Q056
9,acquisition_pool,24,Q058
9,acquisition_pool,25,Q062
9,acquisition_pool,26,Q064
9,acquisition_pool,27,Q065
9,acquisition_pool,28,Q070
9,acquisition_pool,29,Q072
9,acquisition_pool,30,Q073
9,acquisition_pool,31,Q075
9,acquisition_pool,32,Q078
9,acquisition_pool,33,Q079
9,acquisition_pool,34,Q080
9,acquisition_pool,35,Q082
9,acquisition_pool,36,Q085
9,acquisition_pool,37,Q089
9,acquisition_pool,38,Q092
9,acquisition_pool,39,Q093
9,test,0,Q001
9,test,1,Q003
9,test,2,Q006
9,test,3,Q008
9,test,4,Q009
9,test,5,Q011
9,test,6,Q018
9,test,7,Q021
9,test,8,Q023
9,test,9,Q024
9,test,10,Q025
9,test,11,Q026
9,test,12,Q029
9,test,13,Q031
9,test,14,Q033
9,test,15,Q034
9,test,16,Q037
9,test,17,Q038
9,test,18,Q040
9,test,19,Q043
9,test,20,Q044
9,test,21,Q045
9,test,22,Q047
9,test,23,Q053
9,test,24,Q057
9,test,25,Q059
9,test,26,Q060
9,test,27,Q061
9,test,28,Q063
9,test,29,Q066
9,test,30,Q067
9,test,31,Q068
9,test,32,Q069
9,test,33,Q076
9,test,34,Q083
9,test,35,Q084
9,test,36,Q087
9,test,37,Q088
9,test,38,Q090
9,test,39,Q095
