split_seed,split_role,position,experiment_id
17,initial_train,0,Q012
17,initial_train,1,Q016
17,initial_train,2,Q020
17,initial_train,3,Q021
17,initial_train,4,Q028
17,initial_train,5,Q031
17,initial_train,6,Q033
17,initial_train,7,Q039
17,initial_train,8,Q044
17,initial_train,9,Q049
17,initial_train,10,Q055
17,initial_train,11,Q061
17,initial_train,12,Q062
17,initial_train,13,Q067
17,initial_train,14,Q077
17,acquisition_pool,0,Q003
17,acquisition_pool,1,Q006
17,acquisition_pool,2,Q008
17,acquisition_pool,3,Q013
17,acquisition_pool,4,Q014
17,acquisition_pool,5,Q015
17,acquisition_pool,6,Q017
17,acquisition_pool,7,Q018
17,acquisition_pool,8,Q019
17,acquisition_pool,9,Q022
17,acquisition_pool,10,Q023
17,acquisition_pool,11,Q024
17,acquisition_pool,12,Q027
17,acquisition_pool,13,Q029
17,acquisition_pool,14,Q032
17,acquisition_pool,15,Q035
17,acquisition_pool,16,Q036
17,acquisition_pool,17,Q041
17,acquisition_pool,18,Q043
17,acquisition_pool,19,Q046
17,acquisition_pool,20,Q047
17,acquisition_pool,21,Q051
17,acquisition_pool,22,Q052
17,acquisition_pool,23,Q053
17,acquisition_pool,24,Q054
17,acquisition_pool,25,Q058
17,acquisition_pool,26,Q059
17,acquisition_pool,27,Q066
17,acquisition_pool,28,Q068
17,acquisition_pool,29,Q070
17,acquisition_pool,30,Q071
17,acquisition_pool,31,Q072
17,acquisition_pool,32,Q074
17,acquisition_pool,33,Q078
17,acquisition_pool,34,Q079
17,acquisition_pool,35,Q081
17,acquisition_pool,36,Q082
17,acquisition_pool,37,Q089
17,acquisition_pool,38,Q090
17,acquisition_pool,39,Q093
17,test,0,Q001
17,test,1,Q002
17,test,2,Q004
17,test,3,Q005
17,test,4,Q007
17,test,5,Q009
17,test,6,Q010
17,test,7,Q011
17,test,8,Q025
17,test,9,Q026
17,test,10,Q030
17,test,11,Q034
17,test,12,Q037
17,test,13,Q038
17,test,14,Q040
17,test,15,Q042
17,test,16,Q045
17,test,17,Q048
17,test,18,Q050
17,test,19,Q056
17,test,20,Q057
17,test,21,Q060
17,test,22,Q063
17,test,23,Q064
17,test,24,Q065
17,test,25,Q069
17,test,26,Q073
17,test,27,Q075
17,test,28,Q076
17,test,29,Q080
17,test,30,Q083
17,test,31,Q084
17,test,32,Q085
17,test,33,Q086
17,test,34,Q087
17,test,35,Q088
17,test,36,Q091
17,test,37,Q092
17,test,38,Q094
17,test,39,Q095
