split_seed,split_role,position,experiment_id
18,initial_train,0,Q015
18,initial_train,1,Q016
18,initial_train,2,Q017
18,initial_train,3,Q023
18,initial_train,4,Q028
18,initial_train,5,Q047
18,initial_train,6,Q049
18,initial_train,7,Q055
18,initial_train,8,Q057
18,initial_train,9,Q074
18,initial_train,10,Q083
18,initial_train,11,Q085
18,initial_train,12,Q090
18,initial_train,13,Q094
18,initial_train,14,Q095
18,acquisition_pool,0,Q002
18,acquisition_pool,1,Q003
18,acquisition_pool,2,Q004
18,acquisition_pool,3,Q005
18,acquisition_pool,4,Q007
18,acquisition_pool,5,Q008
18,acquisition_pool,6,Q009
18,acquisition_pool,7,Q011
18,acquisition_pool,8,Q013
18,acquisition_pool,9,Q014
18,acquisition_pool,10,Q024
18,acquisition_pool,11,Q026
18,acquisition_pool,12,Q029
18,acquisition_pool,13,Q030
18,acquisition_pool,14,Q031
18,acquisition_pool,15,Q033
18,acquisition_pool,16,Q037
18,acquisition_pool,17,Q041
18,acquisition_pool,18,Q042
18,acquisition_pool,19,Q050
18,acquisition_pool,20,Q051
18,acquisition_pool,21,Q052
18,acquisition_pool,22,Q053
18,acquisition_pool,23,Q056
18,acquisition_pool,24,Q058
18,acquisition_pool,25,Q060
18,acquisition_pool,26,Q061
18,acquisition_pool,27,Q064
18,acquisition_pool,28,Q065
18,acquisition_pool,29,Q066
18,acquisition_pool,30,Q068
18,acquisition_pool,31,Q072
18,acquisition_pool,32,Q073
18,acquisition_pool,33,Q075
18,acquisition_pool,34,Q076
18,acquisition_pool,35,Q077
18,acquisition_pool,36,Q080
18,acquisition_pool,37,Q086
18,acquisition_pool,38,Q091
18,acquisition_pool,39,Q092
18,test,0,Q001
18,test,1,Q006
18,test,2,Q010
18,test,3,Q012
18,test,4,Q018
18,test,5,Q019
18,test,6,Q020
18,test,7,Q021
18,test,8,Q022
18,test,9,Q025
18,test,10,Q027
18,test,11,Q032
18,test,12,Q034
18,test,13,Q035
18,test,14,Q036
18,test,15,Q038
18,test,16,Q039
18,test,17,Q040
18,test,18,Q043
18,test,19,Q044
18,test,20,Q045
18,test,21,Q046
18,test,22,Q048
18,test,23,Q054
18,test,24,Q059
18,test,25,Q062
18,test,26,Q063
18,test,27,Q067
18,test,28,Q069
18,test,29,Q070
18,test,30,Q071
18,test,31,Q078
18,test,32,Q079
18,test,33,Q081
18,test,34,Q082
18,test,35,Q084
18,test,36,Q087
18,test,37,Q088
18,test,38,Q089
18,test,39,Q093
