split_seed,split_role,position,experiment_id
3,initial_train,0,Q003
3,initial_train,1,Q024
3,initial_train,2,Q028
3,initial_train,3,Q029
3,initial_train,4,Q035
3,initial_train,5,Q045
3,initial_train,6,Q047
3,initial_train,7,Q049
3,initial_train,8,Q050
3,initial_train,9,Q069
3,initial_train,10,Q070
3,initial_train,11,Q077
3,initial_train,12,Q080
3,initial_train,13,Q091
3,initial_train,14,Q094
3,acquisition_pool,0,Q001
3,acquisition_pool,1,Q002
3,acquisition_pool,2,Q004
3,acquisition_pool,3,Q005
3,acquisition_pool,4,Q007
3,acquisition_pool,5,Q011
3,acquisition_pool,6,Q012
3,acquisition_pool,7,Q013
3,acquisition_pool,8,Q016
3,acquisition_pool,9,Q018
3,acquisition_pool,10,Q019
3,acquisition_pool,11,Q023
3,acquisition_pool,12,Q025
3,acquisition_pool,13,Q026
3,acquisition_pool,14,Q031
3,acquisition_pool,15,Q032
3,acquisition_pool,16,Q036
3,acquisition_pool,17,Q038
3,acquisition_pool,18,Q039
3,acquisition_pool,19,Q042
3,acquisition_pool,20,Q043
3,acquisition_pool,21,Q046
3,acquisition_pool,22,Q053
3,acquisition_pool,23,Q054
3,acquisition_pool,24,Q056
3,acquisition_pool,25,Q057
3,acquisition_pool,26,Q061
3,acquisition_pool,27,Q064
3,acquisition_pool,28,Q065
3,acquisition_pool,29,Q067
3,acquisition_pool,30,Q068
3,acquisition_pool,31,Q073
3,acquisition_pool,32,Q076
3,acquisition_pool,33,Q083
3,acquisition_pool,34,Q084
3,acquisition_pool,35,Q085
3,acquisition_pool,36,Q087
3,acquisition_pool,37,Q092
3,acquisition_pool,38,Q093
3,acquisition_pool,39,Q095
3,test,0,Q006
3,test,1,Q008
3,test,2,Q009
3,test,3,Q010
3,test,4,Q014
3,test,5,Q015
3,test,6,Q017
3,test,7,Q020
3,test,8,Q021
3,test,9,Q022
3,test,10,Q027
3,test,11,Q030
3,test,12,Q033
3,test,13,Q034
3,test,14,Q037
3,test,15,Q040
3,test,16,Q041
3,test,17,Q044
3,test,18,Q048
3,test,19,Q051
3,test,20,Q052
3,test,21,Q055
3,test,22,Q058
3,test,23,Q059
3,test,24,Q060
3,test,25,Q062
3,test,26,Q063
3,test,27,Q066
3,test,28,Q071
3,test,29,Q072
3,test,30,Q074
3,test,31,Q075
3,test,32,Q078
3,test,33,Q079
3,test,34,Q081
3,test,35,Q082
3,test,36,Q086
3,test,37,Q088
3,test,38,Q089
3,test,39,Q090
