split_seed,split_role,position,experiment_id
8,initial_train,0,Q002
8,initial_train,1,Q005
8,initial_train,2,Q013
8,initial_train,3,Q016
8,initial_train,4,Q017
8,initial_train,5,Q031
8,initial_train,6,Q034
8,initial_train,7,Q037
8,initial_train,8,Q043
8,initial_train,9,Q046
8,initial_train,10,Q052
8,initial_train,11,Q055
8,initial_train,12,Q064
8,initial_train,13,Q066
8,initial_train,14,Q074
8,acquisition_pool,0,Q001
8,acquisition_pool,1,Q004
8,acquisition_pool,2,Q006
8,acquisition_pool,3,Q007
8,acquisition_pool,4,Q008
8,acquisition_pool,5,Q014
8,acquisition_pool,6,Q015
8,acquisition_pool,7,Q020
8,acquisition_pool,8,Q022
8,acquisition_pool,9,Q026
8,acquisition_pool,10,Q027
8,acquisition_pool,11,Q029
8,acquisition_pool,12,Q035
8,acquisition_pool,13,Q036
8,acquisition_pool,14,Q047
8,acquisition_pool,15,Q049
8,acquisition_pool,16,Q050
8,acquisition_pool,17,Q054
8,acquisition_pool,18,Q057
8,acquisition_pool,19,Q058
8,acquisition_pool,20,Q061
8,acquisition_pool,21,Q062
8,acquisition_pool,22,Q063
8,acquisition_pool,23,Q065
8,acquisition_pool,24,Q067
8,acquisition_pool,25,Q070
8,acquisition_pool,26,Q072
8,acquisition_pool,27,Q073
8,acquisition_pool,28,Q076
8,acquisition_pool,29,Q079
8,acquisition_pool,30,Q080
8,acquisition_pool,31,Q081
8,acquisition_pool,32,Q082
8,acquisition_pool,33,Q084
8,acquisition_pool,34,Q085
8,acquisition_pool,35,Q086
8,acquisition_pool,36,Q087
8,acquisition_pool,37,Q090
8,acquisition_pool,38,Q094
8,acquisition_pool,39,Q095
8,test,0,Q003
8,test,1,Q009
8,test,2,Q010
8,test,3,Q011
8,test,4,Q012
8,test,5,Q018
8,test,6,Q019
8,test,7,Q021
8,test,8,Q023
8,test,9,Q024
8,test,10,Q025
8,test,11,Q028
8,test,12,Q030
8,test,13,Q032
8,test,14,Q033
8,test,15,Q038
8,test,16,Q039
8,test,17,Q040
8,test,18,Q041
8,test,19,Q042
8,test,20,Q044
8,test,21,Q045
8,test,22,Q048
8,test,23,Q051
8,test,24,Q053
8,test,25,Q056
8,test,26,Q059
8,test,27,Q060
8,test,28,Q068
8,test,29,Q069
8,test,30,Q071
8,test,31,Q075
8,test,32,Q077
8,test,33,Q078
8,test,34,Q083
8,test,35,Q088
8,test,36,Q089
8,test,37,Q091
8,test,38,Q092
8,test,39,Q093
