split_seed,split_role,position,experiment_id
5,initial_train,0,Q004
5,initial_train,1,Q005
5,initial_train,2,Q010
5,initial_train,3,Q012
5,initial_train,4,Q013
5,initial_train,5,Q018
5,initial_train,6,Q020
5,initial_train,7,Q022
5,initial_train,8,Q023
5,initial_train,9,Q025
5,initial_train,10,Q027
5,initial_train,11,Q028
5,initial_train,12,Q030
5,initial_train,13,Q031
5,initial_train,14,Q032
5,initial_train,15,Q033
5,initial_train,16,Q036
5,initial_train,17,Q039
5,initial_train,18,Q040
5,initial_train,19,Q043
5,initial_train,20,Q044
5,initial_train,21,Q045
5,initial_train,22,Q047
5,initial_train,23,Q048
5,initial_train,24,Q050
5,initial_train,25,Q057
5,initial_train,26,Q058
5,initial_train,27,Q059
5,initial_train,28,Q060
5,initial_train,29,Q063
5,initial_train,30,Q066
5,initial_train,31,Q073
5,initial_train,32,Q074
5,initial_train,33,Q076
5,initial_train,34,Q081
5,initial_train,35,Q082
5,initial_train,36,Q083
5,initial_train,37,Q085
5,initial_train,38,Q087
5,initial_train,39,Q095
5,acquisition_pool,0,Q001
5,acquisition_pool,1,Q003
5,acquisition_pool,2,Q007
5,acquisition_pool,3,Q008
5,acquisition_pool,4,Q014
5,acquisition_pool,5,Q015
5,acquisition_pool,6,Q019
5,acquisition_pool,7,Q021
5,acquisition_pool,8,Q024
5,acquisition_pool,9,Q026
5,acquisition_pool,10,Q029
5,acquisition_pool,11,Q034
5,acquisition_pool,12,Q035
5,acquisition_pool,13,Q037
5,acquisition_pool,14,Q042
5,acquisition_pool,15,Q046
5,acquisition_pool,16,Q052
5,acquisition_pool,17,Q055
5,acquisition_pool,18,Q056
5,acquisition_pool,19,Q061
5,acquisition_pool,20,Q067
5,acquisition_pool,21,Q068
5,acquisition_pool,22,Q070
5,acquisition_pool,23,Q071
5,acquisition_pool,24,Q072
5,acquisition_pool,25,Q075
5,acquisition_pool,26,Q077
5,acquisition_pool,27,Q078
5,acquisition_pool,28,Q080
5,acquisition_pool,29,Q084
5,acquisition_pool,30,Q088
5,acquisition_pool,31,Q089
5,acquisition_pool,32,Q090
5,acquisition_pool,33,Q091
5,acquisition_pool,34,Q093
5,test,0,Q002
5,test,1,Q006
5,test,2,Q009
5,test,3,Q011
5,test,4,Q016
5,test,5,Q017
5,test,6,Q038
5,test,7,Q041
5,test,8,Q049
5,test,9,Q051
5,test,10,Q053
5,test,11,Q054
5,test,12,Q062
5,test,13,Q064
5,test,14,Q065
5,test,15,Q069
5,test,16,Q079
5,test,17,Q086
5,test,18,Q092
5,test,19,Q094
