split_seed,split_role,position,experiment_id
15,initial_train,0,Q001
15,initial_train,1,Q003
15,initial_train,2,Q004
15,initial_train,3,Q005
15,initial_train,4,Q006
15,initial_train,5,Q008
15,initial_train,6,Q009
15,initial_train,7,Q010
15,initial_train,8,Q014
15,initial_train,9,Q016
15,initial_train,10,Q017
15,initial_train,11,Q020
15,initial_train,12,Q025
15,initial_train,13,Q026
15,initial_train,14,Q027
15,initial_train,15,Q028
15,initial_train,16,Q031
15,initial_train,17,Q033
15,initial_train,18,Q041
15,initial_train,19,Q042
15,initial_train,20,Q046
15,initial_train,21,Q049
15,initial_train,22,Q051
15,initial_train,23,Q052
15,initial_train,24,Q056
15,initial_train,25,Q057
15,initial_train,26,Q058
15,initial_train,27,Q063
15,initial_train,28,Q064
15,initial_train,29,Q066
15,initial_train,30,Q071
15,initial_train,31,Q072
15,initial_train,32,Q078
15,initial_train,33,Q079
15,initial_train,34,Q080
15,initial_train,35,Q081
15,initial_train,36,Q083
15,initial_train,37,Q084
15,initial_train,38,Q086
15,initial_train,39,Q094
15,acquisition_pool,0,Q007
15,acquisition_pool,1,Q012
15,acquisition_pool,2,Q013
15,acquisition_pool,3,Q015
15,acquisition_pool,4,Q019
15,acquisition_pool,5,Q023
15,acquisition_pool,6,Q024
15,acquisition_pool,7,Q032
15,acquisition_pool,8,Q034
15,acquisition_pool,9,Q035
15,acquisition_pool,10,Q036
15,acquisition_pool,11,Q039
15,acquisition_pool,12,Q040
15,acquisition_pool,13,Q044
15,acquisition_pool,14,Q045
15,acquisition_pool,15,Q047
15,acquisition_pool,16,Q048
15,acquisition_pool,17,Q053
15,acquisition_pool,18,Q055
15,acquisition_pool,19,Q061
15,acquisition_pool,20,Q065
15,acquisition_pool,21,Q069
15,acquisition_pool,22,Q070
15,acquisition_pool,23,Q073
15,acquisition_pool,24,Q074
15,acquisition_pool,25,Q075
15,acquisition_pool,26,Q076
15,acquisition_pool,27,Q077
15,acquisition_pool,28,Q085
15,acquisition_pool,29,Q087
15,acquisition_pool,30,Q088
15,acquisition_pool,31,Q089
15,acquisition_pool,32,Q090
15,acquisition_pool,33,Q091
15,acquisition_pool,34,Q095
15,test,0,Q002
15,test,1,Q011
15,test,2,Q018
15,test,3,Q021
15,test,4,Q022
15,test,5,Q029
15,test,6,Q030
15,test,7,Q037
15,test,8,Q038
15,test,9,Q043
15,test,10,Q050
15,test,11,Q054
15,test,12,Q059
15,test,13,Q060
15,test,14,Q062
15,test,15,Q067
15,test,16,Q068
15,test,17,Q082
15,test,18,Q092
15,test,19,Q093
