split_seed,split_role,position,experiment_id
2,initial_train,0,Q004
2,initial_train,1,Q006
2,initial_train,2,Q007
2,initial_train,3,Q008
2,initial_train,4,Q009
2,initial_train,5,Q011
2,initial_train,6,Q012
2,initial_train,7,Q014
2,initial_train,8,Q015
2,initial_train,9,Q016
2,initial_train,10,Q019
2,initial_train,11,Q020
2,initial_train,12,Q022
2,initial_train,13,Q026
2,initial_train,14,Q035
2,initial_train,15,Q041
2,initial_train,16,Q043
2,initial_train,17,Q046
2,initial_train,18,Q049
2,initial_train,19,Q050
2,initial_train,20,Q052
2,initial_train,21,Q053
2,initial_train,22,Q054
2,initial_train,23,Q055
2,initial_train,24,Q056
2,initial_train,25,Q060
2,initial_train,26,Q062
2,initial_train,27,Q064
2,initial_train,28,Q069
2,initial_train,29,Q070
2,initial_train,30,Q072
2,initial_train,31,Q074
2,initial_train,32,Q075
2,initial_train,33,Q079
2,initial_train,34,Q080
2,initial_train,35,Q081
2,initial_train,36,Q082
2,initial_train,37,Q087
2,initial_train,38,Q090
2,initial_train,39,Q095
2,acquisition_pool,0,Q001
2,acquisition_pool,1,Q005
2,acquisition_pool,2,Q010
2,acquisition_pool,3,Q013
2,acquisition_pool,4,Q017
2,acquisition_pool,5,Q021
2,acquisition_pool,6,Q024
2,acquisition_pool,7,Q027
2,acquisition_pool,8,Q028
2,acquisition_pool,9,Q029
2,acquisition_pool,10,Q033
2,acquisition_pool,11,Q034
2,acquisition_pool,12,Q036
2,acquisition_pool,13,Q037
2,acquisition_pool,14,Q039
2,acquisition_pool,15,Q040
2,acquisition_pool,16,Q042
2,acquisition_pool,17,Q044
2,acquisition_pool,18,Q045
2,acquisition_pool,19,Q047
2,acquisition_pool,20,Q048
2,acquisition_pool,21,Q057
2,acquisition_pool,22,Q059
2,acquisition_pool,23,Q061
2,acquisition_pool,24,Q063
2,acquisition_pool,25,Q065
2,acquisition_pool,26,Q067
2,acquisition_pool,27,Q068
2,acquisition_pool,28,Q071
2,acquisition_pool,29,Q077
2,acquisition_pool,30,Q085
2,acquisition_pool,31,Q088
2,acquisition_pool,32,Q089
2,acquisition_pool,33,Q091
2,acquisition_pool,34,Q093
2,test,0,Q002
2,test,1,Q003
2,test,2,Q018
2,test,3,Q023
2,test,4,Q025
2,test,5,Q030
2,test,6,Q031
2,test,7,Q032
2,test,8,Q038
2,test,9,Q051
2,test,10,Q058
2,test,11,Q066
2,test,12,Q073
2,test,13,Q076
2,test,14,Q078
2,test,15,Q083
2,test,16,Q084
2,test,17,Q086
2,test,18,Q092
2,test,19,Q094
