split_seed,split_role,position,experiment_id
0,initial_train,0,Q003
0,initial_train,1,Q005
0,initial_train,2,Q006
0,initial_train,3,Q009
0,initial_train,4,Q010
0,initial_train,5,Q011
0,initial_train,6,Q012
0,initial_train,7,Q014
0,initial_train,8,Q016
0,initial_train,9,Q017
0,initial_train,10,Q020
0,initial_train,11,Q021
0,initial_train,12,Q024
0,initial_train,13,Q026
0,initial_train,14,Q028
0,initial_train,15,Q031
0,initial_train,16,Q035
0,initial_train,17,Q037
0,initial_train,18,Q040
0,initial_train,19,Q043
0,initial_train,20,Q045
0,initial_train,21,Q051
0,initial_train,22,Q053
0,initial_train,23,Q054
0,initial_train,24,Q056
0,initial_train,25,Q061
0,initial_train,26,Q063
0,initial_train,27,Q066
0,initial_train,28,Q067
0,initial_train,29,Q068
0,initial_train,30,Q069
0,initial_train,31,Q072
0,initial_train,32,Q076
0,initial_train,33,Q081
0,initial_train,34,Q083
0,initial_train,35,Q088
0,initial_train,36,Q090
0,initial_train,37,Q091
0,initial_train,38,Q094
0,initial_train,39,Q095
0,acquisition_pool,0,Q001
0,acquisition_pool,1,Q002
0,acquisition_pool,2,Q004
0,acquisition_pool,3,Q007
0,acquisition_pool,4,Q013
0,acquisition_pool,5,Q018
0,acquisition_pool,6,Q019
0,acquisition_pool,7,Q022
0,acquisition_pool,8,Q023
0,acquisition_pool,9,Q025
0,acquisition_pool,10,Q027
0,acquisition_pool,11,Q029
0,acquisition_pool,12,Q033
0,acquisition_pool,13,Q036
0,acquisition_pool,14,Q038
0,acquisition_pool,15,Q041
0,acquisition_pool,16,Q044
0,acquisition_pool,17,Q046
0,acquisition_pool,18,Q047
0,acquisition_pool,19,Q048
0,acquisition_pool,20,Q050
0,acquisition_pool,21,Q052
0,acquisition_pool,22,Q058
0,acquisition_pool,23,Q059
0,acquisition_pool,24,Q062
0,acquisition_pool,25,Q065
0,acquisition_pool,26,Q071
0,acquisition_pool,27,Q073
0,acquisition_pool,28,Q075
0,acquisition_pool,29,Q082
0,acquisition_pool,30,Q084
0,acquisition_pool,31,Q087
0,acquisition_pool,32,Q089
0,acquisition_pool,33,Q092
0,acquisition_pool,34,Q093
0,test,0,Q008
0,test,1,Q015
0,test,2,Q030
0,test,3,Q032
0,test,4,Q034
0,test,5,Q039
0,test,6,Q042
0,test,7,Q049
0,test,8,Q055
0,test,9,Q057
0,test,10,Q060
0,test,11,Q064
0,test,12,Q070
0,test,13,Q074
0,test,14,Q077
0,test,15,Q078
0,test,16,Q079
0,test,17,Q080
0,test,18,Q085
0,test,19,Q086
