split_seed,split_role,position,experiment_id
9,initial_train,0,Q002
9,initial_train,1,Q004
9,initial_train,2,Q005
9,initial_train,3,Q007
9,initial_train,4,Q012
9,initial_train,5,Q014
9,initial_train,6,Q017
9,initial_train,7,Q019
9,initial_train,8,Q022
9,initial_train,9,Q027
9,initial_train,10,Q028
9,initial_train,11,Q030
9,initial_train,12,Q035
9,initial_train,13,Q039
9,initial_train,14,Q041
9,initial_train,15,Q042
9,initial_train,16,Q046
9,initial_train,17,Q049
9,initial_train,18,Q050
9,initial_train,19,Q051
9,initial_train,20,Q052
9,initial_train,21,Q055
9,initial_train,22,Q056
9,initial_train,23,Q062
9,initial_train,24,Q064
9,initial_train,25,Q070
9,initial_train,26,Q071
9,initial_train,27,Q072
9,initial_train,28,Q073
9,initial_train,29,Q074
9,initial_train,30,Q075
9,initial_train,31,Q077
9,initial_train,32,Q079
9,initial_train,33,Q081
9,initial_train,34,Q085
9,initial_train,35,Q086
9,initial_train,36,Q089
9,initial_train,37,Q091
9,initial_train,38,Q092
9,initial_train,39,Q094
9,acquisition_pool,0,Q003
9,acquisition_pool,1,Q008
9,acquisition_pool,2,Q010
9,acquisition_pool,3,Q013
9,acquisition_pool,4,Q015
9,acquisition_pool,5,Q016
9,acquisition_pool,6,Q018
9,acquisition_pool,7,Q020
9,acquisition_pool,8,Q021
9,acquisition_pool,9,Q023
9,acquisition_pool,10,Q026
9,acquisition_pool,11,Q031
9,acquisition_pool,12,Q032
9,acquisition_pool,13,Q036
9,acquisition_pool,14,Q038
9,acquisition_pool,15,Q040
9,acquisition_pool,16,Q044
9,acquisition_pool,17,Q047
9,acquisition_pool,18,Q048
9,acquisition_pool,19,Q053
9,acquisition_pool,20,Q054
9,acquisition_pool,21,Q058
9,acquisition_pool,22,Q059
9,acquisition_pool,23,Q061
9,acquisition_pool,24,Q065
9,acquisition_pool,25,Q067
9,acquisition_pool,26,Q068
9,acquisition_pool,27,Q078
9,acquisition_pool,28,Q080
9,acquisition_pool,29,Q082
9,acquisition_pool,30,Q084
9,acquisition_pool,31,Q087
9,acquisition_pool,32,Q090
9,acquisition_pool,33,Q093
9,acquisition_pool,34,Q095
9,test,0,Q001
9,test,1,Q006
9,test,2,Q009
9,test,3,Q011
9,test,4,Q024
9,test,5,Q025
9,test,6,Q029
9,test,7,Q033
9,test,8,Q034
9,test,9,Q037
9,test,10,Q043
9,test,11,Q045
9,test,12,Q057
9,test,13,Q060
9,test,14,Q063
9,test,15,Q066
9,test,16,Q069
9,test,17,Q076
9,test,18,Q083
9,test,19,Q088
