split_seed,split_role,position,experiment_id
10,initial_train,0,Q001
10,initial_train,1,Q003
10,initial_train,2,Q005
10,initial_train,3,Q006
10,initial_train,4,Q008
10,initial_train,5,Q009
10,initial_train,6,Q010
10,initial_train,7,Q011
10,initial_train,8,Q012
10,initial_train,9,Q014
10,initial_train,10,Q029
10,initial_train,11,Q030
10,initial_train,12,Q031
10,initial_train,13,Q037
10,initial_train,14,Q038
10,initial_train,15,Q040
10,initial_train,16,Q043
10,initial_train,17,Q044
10,initial_train,18,Q045
10,initial_train,19,Q047
10,initial_train,20,Q049
10,initial_train,21,Q051
10,initial_train,22,Q058
10,initial_train,23,Q059
10,initial_train,24,Q062
10,initial_train,25,Q064
10,initial_train,26,Q067
10,initial_train,27,Q068
10,initial_train,28,Q069
10,initial_train,29,Q070
10,initial_train,30,Q077
10,initial_train,31,Q078
10,initial_train,32,Q079
10,initial_train,33,Q082
10,initial_train,34,Q083
10,initial_train,35,Q084
10,initial_train,36,Q085
10,initial_train,37,Q087
10,initial_train,38,Q089
10,initial_train,39,Q094
10,acquisition_pool,0,Q002
10,acquisition_pool,1,Q004
10,acquisition_pool,2,Q016
10,acquisition_pool,3,Q018
10,acquisition_pool,4,Q019
10,acquisition_pool,5,Q022
10,acquisition_pool,6,Q024
10,acquisition_pool,7,Q026
10,acquisition_pool,8,Q027
10,acquisition_pool,9,Q028
10,acquisition_pool,10,Q032
10,acquisition_pool,11,Q033
10,acquisition_pool,12,Q034
10,acquisition_pool,13,Q035
10,acquisition_pool,14,Q036
10,acquisition_pool,15,Q039
10,acquisition_pool,16,Q041
10,acquisition_pool,17,Q042
10,acquisition_pool,18,Q048
10,acquisition_pool,19,Q050
10,acquisition_pool,20,Q053
10,acquisition_pool,21,Q054
10,acquisition_pool,22,Q055
10,acquisition_pool,23,Q057
10,acquisition_pool,24,Q060
10,acquisition_pool,25,Q061
10,acquisition_pool,26,Q063
10,acquisition_pool,27,Q071
10,acquisition_pool,28,Q072
10,acquisition_pool,29,Q074
10,acquisition_pool,30,Q080
10,acquisition_pool,31,Q088
10,acquisition_pool,32,Q091
10,acquisition_pool,33,Q092
10,acquisition_pool,34,Q093
10,test,0,Q007
10,test,1,Q013
10,test,2,Q015
10,test,3,Q017
10,test,4,Q020
10,test,5,Q021
10,test,6,Q023
10,test,7,Q025
10,test,8,Q046
10,test,9,Q052
10,test,10,Q056
10,test,11,Q065
10,test,12,Q066
10,test,13,Q073
10,test,14,Q075
10,test,15,Q076
10,test,16,Q081
10,test,17,Q086
10,test,18,Q090
10,test,19,Q095
