split_seed,split_role,position,experiment_id
12,initial_train,0,Q003
12,initial_train,1,Q004
12,initial_train,2,Q005
12,initial_train,3,Q006
12,initial_train,4,Q007
12,initial_train,5,Q008
12,initial_train,6,Q012
12,initial_train,7,Q021
12,initial_train,8,Q022
12,initial_train,9,Q023
12,initial_train,10,Q027
12,initial_train,11,Q032
12,initial_train,12,Q036
12,initial_train,13,Q037
12,initial_train,14,Q040
12,initial_train,15,Q042
12,initial_train,16,Q044
12,initial_train,17,Q045
12,initial_train,18,Q047
12,initial_train,19,Q051
12,initial_train,20,Q052
12,initial_train,21,Q053
12,initial_train,22,Q056
12,initial_train,23,Q061
12,initial_train,24,Q062
12,initial_train,25,Q063
12,initial_train,26,Q067
12,initial_train,27,Q069
12,initial_train,28,Q071
12,initial_train,29,Q072
12,initial_train,30,Q077
12,initial_train,31,Q079
12,initial_train,32,Q080
12,initial_train,33,Q083
12,initial_train,34,Q084
12,initial_train,35,Q087
12,initial_train,36,Q088
12,initial_train,37,Q090
12,initial_train,38,Q091
12,initial_train,39,Q092
12,acquisition_pool,0,Q001
12,acquisition_pool,1,Q002
12,acquisition_pool,2,Q010
12,acquisition_pool,3,Q013
12,acquisition_pool,4,Q014
12,acquisition_pool,5,Q015
12,acquisition_pool,6,Q018
12,acquisition_pool,7,Q024
12,acquisition_pool,8,Q025
12,acquisition_pool,9,Q026
12,acquisition_pool,10,Q030
12,acquisition_pool,11,Q033
12,acquisition_pool,12,Q034
12,acquisition_pool,13,Q035
12,acquisition_pool,14,Q038
12,acquisition_pool,15,Q043
12,acquisition_pool,16,Q046
12,acquisition_pool,17,Q048
12,acquisition_pool,18,Q050
12,acquisition_pool,19,Q054
12,acquisition_pool,20,Q055
12,acquisition_pool,21,Q058
12,acquisition_pool,22,Q060
12,acquisition_pool,23,Q064
12,acquisition_pool,24,Q066
12,acquisition_pool,25,Q068
12,acquisition_pool,26,Q070
12,acquisition_pool,27,Q074
12,acquisition_pool,28,Q076
12,acquisition_pool,29,Q078
12,acquisition_pool,30,Q081
12,acquisition_pool,31,Q082
12,acquisition_pool,32,Q085
12,acquisition_pool,33,Q086
12,acquisition_pool,34,Q094
12,test,0,Q009
12,test,1,Q011
12,test,2,Q016
12,test,3,Q017
12,test,4,Q019
12,test,5,Q020
12,test,6,Q028
12,test,7,Q029
12,test,8,Q031
12,test,9,Q039
12,test,10,Q041
12,test,11,Q049
12,test,12,Q057
12,test,13,Q059
12,test,14,Q065
12,test,15,Q073
12,test,16,Q075
12,test,17,Q089
12,test,18,Q093
12,test,19,Q095
