split_seed,split_role,position,experiment_id
4,initial_train,0,Q001
4,initial_train,1,Q003
4,initial_train,2,Q004
4,initial_train,3,Q008
4,initial_train,4,Q009
4,initial_train,5,Q011
4,initial_train,6,Q012
4,initial_train,7,Q013
4,initial_train,8,Q015
4,initial_train,9,Q019
4,initial_train,10,Q027
4,initial_train,11,Q028
4,initial_train,12,Q031
4,initial_train,13,Q032
4,initial_train,14,Q036
4,initial_train,15,Q038
4,initial_train,16,Q039
4,initial_train,17,Q040
4,initial_train,18,Q042
4,initial_train,19,Q043
4,initial_train,20,Q044
4,initial_train,21,Q045
4,initial_train,22,Q046
4,initial_train,23,Q047
4,initial_train,24,Q050
4,initial_train,25,Q051
4,initial_train,26,Q057
4,initial_train,27,Q058
4,initial_train,28,Q060
4,initial_train,29,Q062
4,initial_train,30,Q066
4,initial_train,31,Q072
4,initial_train,32,Q073
4,initial_train,33,Q078
4,initial_train,34,Q082
4,initial_train,35,Q083
4,initial_train,36,Q085
4,initial_train,37,Q086
4,initial_train,38,Q088
4,initial_train,39,Q090
4,acquisition_pool,0,Q002
4,acquisition_pool,1,Q006
4,acquisition_pool,2,Q014
4,acquisition_pool,3,Q016
4,acquisition_pool,4,Q017
4,acquisition_pool,5,Q020
4,acquisition_pool,6,Q022
4,acquisition_pool,7,Q024
4,acquisition_pool,8,Q025
4,acquisition_pool,9,Q026
4,acquisition_pool,10,Q029
4,acquisition_pool,11,Q030
4,acquisition_pool,12,Q033
4,acquisition_pool,13,Q034
4,acquisition_pool,14,Q035
4,acquisition_pool,15,Q037
4,acquisition_pool,16,Q041
4,acquisition_pool,17,Q048
4,acquisition_pool,18,Q049
4,acquisition_pool,19,Q053
4,acquisition_pool,20,Q056
4,acquisition_pool,21,Q059
4,acquisition_pool,22,Q065
4,acquisition_pool,23,Q071
4,acquisition_pool,24,Q074
4,acquisition_pool,25,Q075
4,acquisition_pool,26,Q076
4,acquisition_pool,27,Q080
4,acquisition_pool,28,Q081
4,acquisition_pool,29,Q084
4,acquisition_pool,30,Q087
4,acquisition_pool,31,Q089
4,acquisition_pool,32,Q092
4,acquisition_pool,33,Q093
4,acquisition_pool,34,Q095
4,test,0,Q005
4,test,1,Q007
4,test,2,Q010
4,test,3,Q018
4,test,4,Q021
4,test,5,Q023
4,test,6,Q052
4,test,7,Q054
4,test,8,Q055
4,test,9,Q061
4,test,10,Q063
4,test,11,Q064
4,test,12,Q067
4,test,13,Q068
4,test,14,Q069
4,test,15,Q070
4,test,16,Q077
4,test,17,Q079
4,test,18,Q091
4,test,19,Q094
