split_seed,split_role,position,experiment_id
8,initial_train,0,Q001
8,initial_train,1,Q002
8,initial_train,2,Q004
8,initial_train,3,Q005
8,initial_train,4,Q013
8,initial_train,5,Q016
8,initial_train,6,Q017
8,initial_train,7,Q022
8,initial_train,8,Q027
8,initial_train,9,Q031
8,initial_train,10,Q034
8,initial_train,11,Q035
8,initial_train,12,Q037
8,initial_train,13,Q043
8,initial_train,14,Q046
8,initial_train,15,Q047
8,initial_train,16,Q049
8,initial_train,17,Q050
8,initial_train,18,Q052
8,initial_train,19,Q055
8,initial_train,20,Q057
8,initial_train,21,Q058
8,initial_train,22,Q061
8,initial_train,23,Q062
8,initial_train,24,Q063
8,initial_train,25,Q064
8,initial_train,26,Q065
8,initial_train,27,Q066
8,initial_train,28,Q067
8,initial_train,29,Q070
8,initial_train,30,Q072
8,initial_train,31,Q074
8,initial_train,32,Q076
8,initial_train,33,Q079
8,initial_train,34,Q080
8,initial_train,35,Q081
8,initial_train,36,Q082
8,initial_train,37,Q084
8,initial_train,38,Q085
8,initial_train,39,Q087
8,acquisition_pool,0,Q006
8,acquisition_pool,1,Q007
8,acquisition_pool,2,Q008
8,acquisition_pool,3,Q010
8,acquisition_pool,4,Q011
8,acquisition_pool,5,Q012
8,acquisition_pool,6,Q014
8,acquisition_pool,7,Q015
8,acquisition_pool,8,Q019
8,acquisition_pool,9,Q020
8,acquisition_pool,10,Q023
8,acquisition_pool,11,Q025
8,acquisition_pool,12,Q026
8,acquisition_pool,13,Q029
8,acquisition_pool,14,Q030
8,acquisition_pool,15,Q032
8,acquisition_pool,16,Q036
8,acquisition_pool,17,Q039
8,acquisition_pool,18,Q040
8,acquisition_pool,19,Q041
8,acquisition_pool,20,Q048
8,acquisition_pool,21,Q053
8,acquisition_pool,22,Q054
8,acquisition_pool,23,Q056
8,acquisition_pool,24,Q059
8,acquisition_pool,25,Q073
8,acquisition_pool,26,Q075
8,acquisition_pool,27,Q077
8,acquisition_pool,28,Q078
8,acquisition_pool,29,Q086
8,acquisition_pool,30,Q088
8,acquisition_pool,31,Q089
8,acquisition_pool,32,Q090
8,acquisition_pool,33,Q094
8,acquisition_pool,34,Q095
8,test,0,Q003
8,test,1,Q009
8,test,2,Q018
8,test,3,Q021
8,test,4,Q024
8,test,5,Q028
8,test,6,Q033
8,test,7,Q038
8,test,8,Q042
8,test,9,Q044
8,test,10,Q045
8,test,11,Q051
8,test,12,Q060
8,test,13,Q068
8,test,14,Q069
8,test,15,Q071
8,test,16,Q083
8,test,17,Q091
8,test,18,Q092
8,test,19,Q093
