split_seed,split_role,position,experiment_id
14,initial_train,0,Q003
14,initial_train,1,Q005
14,initial_train,2,Q007
14,initial_train,3,Q010
14,initial_train,4,Q011
14,initial_train,5,Q017
14,initial_train,6,Q021
14,initial_train,7,Q023
14,initial_train,8,Q027
14,initial_train,9,Q029
14,initial_train,10,Q034
14,initial_train,11,Q037
14,initial_train,12,Q038
14,initial_train,13,Q039
14,initial_train,14,Q041
14,initial_train,15,Q042
14,initial_train,16,Q043
14,initial_train,17,Q048
14,initial_train,18,Q049
14,initial_train,19,Q051
14,initial_train,20,Q056
14,initial_train,21,Q057
14,initial_train,22,Q060
14,initial_train,23,Q063
14,initial_train,24,Q065
14,initial_train,25,Q068
14,initial_train,26,Q069
14,initial_train,27,Q070
14,initial_train,28,Q072
14,initial_train,29,Q077
14,initial_train,30,Q078
14,initial_train,31,Q079
14,initial_train,32,Q080
14,initial_train,33,Q081
14,initial_train,34,Q085
14,initial_train,35,Q087
14,initial_train,36,Q088
14,initial_train,37,Q089
14,initial_train,38,Q094
14,initial_train,39,Q095
14,acquisition_pool,0,Q002
14,acquisition_pool,1,Q006
14,acquisition_pool,2,Q008
14,acquisition_pool,3,Q009
14,acquisition_pool,4,Q012
14,acquisition_pool,5,Q013
14,acquisition_pool,6,Q014
14,acquisition_pool,7,Q016
14,acquisition_pool,8,Q018
14,acquisition_pool,9,Q019
14,acquisition_pool,10,Q020
14,acquisition_pool,11,Q030
14,acquisition_pool,12,Q031
14,acquisition_pool,13,Q033
14,acquisition_pool,14,Q036
14,acquisition_pool,15,Q040
14,acquisition_pool,16,Q046
14,acquisition_pool,17,Q047
14,acquisition_pool,18,Q052
14,acquisition_pool,19,Q053
14,acquisition_pool,20,Q054
14,acquisition_pool,21,Q055
14,acquisition_pool,22,Q058
14,acquisition_pool,23,Q059
14,acquisition_pool,24,Q064
14,acquisition_pool,25,Q067
14,acquisition_pool,26,Q073
14,acquisition_pool,27,Q074
14,acquisition_pool,28,Q075
14,acquisition_pool,29,Q082
14,acquisition_pool,30,Q083
14,acquisition_pool,31,Q084
14,acquisition_pool,32,Q086
14,acquisition_pool,33,Q090
14,acquisition_pool,34,Q092
14,test,0,Q001
14,test,1,Q004
14,test,2,Q015
14,test,3,Q022
14,test,4,Q024
14,test,5,Q025
14,test,6,Q026
14,test,7,Q028
14,test,8,Q032
14,test,9,Q035
14,test,10,Q044
14,test,11,Q045
14,test,12,Q050
14,test,13,Q061
14,test,14,Q062
14,test,15,Q066
14,test,16,Q071
14,test,17,Q076
14,test,18,Q091
14,test,19,Q093
