split_seed,split_role,position,experiment_id
17,initial_train,0,Q006
17,initial_train,1,Q008
17,initial_train,2,Q012
17,initial_train,3,Q014
17,initial_train,4,Q015
17,initial_train,5,Q016
17,initial_train,6,Q018
17,initial_train,7,Q020
17,initial_train,8,Q021
17,initial_train,9,Q022
17,initial_train,10,Q023
17,initial_train,11,Q024
17,initial_train,12,Q027
17,initial_train,13,Q028
17,initial_train,14,Q031
17,initial_train,15,Q032
17,initial_train,16,Q033
17,initial_train,17,Q036
17,initial_train,18,Q039
17,initial_train,19,Q043
17,initial_train,20,Q044
17,initial_train,21,Q047
17,initial_train,22,Q049
17,initial_train,23,Q051
17,initial_train,24,Q052
17,initial_train,25,Q054
17,initial_train,26,Q055
17,initial_train,27,Q058
17,initial_train,28,Q059
17,initial_train,29,Q061
17,initial_train,30,Q062
17,initial_train,31,Q067
17,initial_train,32,Q068
17,initial_train,33,Q071
17,initial_train,34,Q077
17,initial_train,35,Q078
17,initial_train,36,Q079
17,initial_train,37,Q082
17,initial_train,38,Q089
17,initial_train,39,Q090
17,acquisition_pool,0,Q001
17,acquisition_pool,1,Q003
17,acquisition_pool,2,Q004
17,acquisition_pool,3,Q005
17,acquisition_pool,4,Q007
17,acquisition_pool,5,Q009
17,acquisition_pool,6,Q010
17,acquisition_pool,7,Q013
17,acquisition_pool,8,Q017
17,acquisition_pool,9,Q019
17,acquisition_pool,10,Q025
17,acquisition_pool,11,Q026
17,acquisition_pool,12,Q029
17,acquisition_pool,13,Q034
17,acquisition_pool,14,Q035
17,acquisition_pool,15,Q037
17,acquisition_pool,16,Q038
17,acquisition_pool,17,Q041
17,acquisition_pool,18,Q045
17,acquisition_pool,19,Q046
17,acquisition_pool,20,Q053
17,acquisition_pool,21,Q057
17,acquisition_pool,22,Q060
17,acquisition_pool,23,Q064
17,acquisition_pool,24,Q066
17,acquisition_pool,25,Q070
17,acquisition_pool,26,Q072
17,acquisition_pool,27,Q074
17,acquisition_pool,28,Q081
17,acquisition_pool,29,Q084
17,acquisition_pool,30,Q087
17,acquisition_pool,31,Q088
17,acquisition_pool,32,Q091
17,acquisition_pool,33,Q093
17,acquisition_pool,34,Q094
17,test,0,Q002
17,test,1,Q011
17,test,2,Q030
17,test,3,Q040
17,test,4,Q042
17,test,5,Q048
17,test,6,Q050
17,test,7,Q056
17,test,8,Q063
17,test,9,Q065
17,test,10,Q069
17,test,11,Q073
17,test,12,Q075
17,test,13,Q076
17,test,14,Q080
17,test,15,Q083
17,test,16,Q085
17,test,17,Q086
17,test,18,Q092
17,test,19,Q095
