split_seed,split_role,position,experiment_id
19,initial_train,0,Q001
19,initial_train,1,Q002
19,initial_train,2,Q004
19,initial_train,3,Q005
19,initial_train,4,Q006
19,initial_train,5,Q007
19,initial_train,6,Q008
19,initial_train,7,Q011
19,initial_train,8,Q016
19,initial_train,9,Q017
19,initial_train,10,Q022
19,initial_train,11,Q025
19,initial_train,12,Q027
19,initial_train,13,Q029
19,initial_train,14,Q031
19,initial_train,15,Q035
19,initial_train,16,Q037
19,initial_train,17,Q038
19,initial_train,18,Q043
19,initial_train,19,Q047
19,initial_train,20,Q048
19,initial_train,21,Q053
19,initial_train,22,Q054
19,initial_train,23,Q058
19,initial_train,24,Q060
19,initial_train,25,Q061
19,initial_train,26,Q063
19,initial_train,27,Q064
19,initial_train,28,Q066
19,initial_train,29,Q071
19,initial_train,30,Q077
19,initial_train,31,Q078
19,initial_train,32,Q079
19,initial_train,33,Q081
19,initial_train,34,Q082
19,initial_train,35,Q084
19,initial_train,36,Q086
19,initial_train,37,Q087
19,initial_train,38,Q090
19,initial_train,39,Q095
19,acquisition_pool,0,Q012
19,acquisition_pool,1,Q013
19,acquisition_pool,2,Q014
19,acquisition_pool,3,Q015
19,acquisition_pool,4,Q018
19,acquisition_pool,5,Q019
19,acquisition_pool,6,Q020
19,acquisition_pool,7,Q021
19,acquisition_pool,8,Q024
19,acquisition_pool,9,Q026
19,acquisition_pool,10,Q028
19,acquisition_pool,11,Q032
19,acquisition_pool,12,Q033
19,acquisition_pool,13,Q036
19,acquisition_pool,14,Q041
19,acquisition_pool,15,Q042
19,acquisition_pool,16,Q044
19,acquisition_pool,17,Q045
19,acquisition_pool,18,Q049
19,acquisition_pool,19,Q050
19,acquisition_pool,20,Q057
19,acquisition_pool,21,Q059
19,acquisition_pool,22,Q067
19,acquisition_pool,23,Q068
19,acquisition_pool,24,Q069
19,acquisition_pool,25,Q070
19,acquisition_pool,26,Q072
19,acquisition_pool,27,Q074
19,acquisition_pool,28,Q075
19,acquisition_pool,29,Q076
19,acquisition_pool,30,Q085
19,acquisition_pool,31,Q088
19,acquisition_pool,32,Q089
19,acquisition_pool,33,Q091
19,acquisition_pool,34,Q093
19,test,0,Q003
19,test,1,Q009
19,test,2,Q010
19,test,3,Q023
19,test,4,Q030
19,test,5,Q034
19,test,6,Q039
19,test,7,Q040
19,test,8,Q046
19,test,9,Q051
19,test,10,Q052
19,test,11,Q055
19,test,12,Q056
19,test,13,Q062
19,test,14,Q065
19,test,15,Q073
19,test,16,Q080
19,test,17,Q083
19,test,18,Q092
19,test,19,Q094
