split_seed,split_role,position,experiment_id
3,initial_train,0,Q001
3,initial_train,1,Q002
3,initial_train,2,Q003
3,initial_train,3,Q004
3,initial_train,4,Q005
3,initial_train,5,Q012
3,initial_train,6,Q016
3,initial_train,7,Q018
3,initial_train,8,Q019
3,initial_train,9,Q023
3,initial_train,10,Q024
3,initial_train,11,Q025
3,initial_train,12,Q028
3,initial_train,13,Q029
3,initial_train,14,Q032
3,initial_train,15,Q035
3,initial_train,16,Q036
3,initial_train,17,Q038
3,initial_train,18,Q042
3,initial_train,19,Q043
3,initial_train,20,Q045
3,initial_train,21,Q046
3,initial_train,22,Q047
3,initial_train,23,Q049
3,initial_train,24,Q050
3,initial_train,25,Q054
3,initial_train,26,Q056
3,initial_train,27,Q057
3,initial_train,28,Q067
3,initial_train,29,Q069
3,initial_train,30,Q070
3,initial_train,31,Q073
3,initial_train,32,Q076
3,initial_train,33,Q077
3,initial_train,34,Q080
3,initial_train,35,Q085
3,initial_train,36,Q087
3,initial_train,37,Q091
3,initial_train,38,Q092
3,initial_train,39,Q094
3,acquisition_pool,0,Q007
3,acquisition_pool,1,Q011
3,acquisition_pool,2,Q013
3,acquisition_pool,3,Q014
3,acquisition_pool,4,Q021
3,acquisition_pool,5,Q022
3,acquisition_pool,6,Q026
3,acquisition_pool,7,Q031
3,acquisition_pool,8,Q033
3,acquisition_pool,9,Q039
3,acquisition_pool,10,Q040
3,acquisition_pool,11,Q044
3,acquisition_pool,12,Q052
3,acquisition_pool,13,Q053
3,acquisition_pool,14,Q059
3,acquisition_pool,15,Q061
3,acquisition_pool,16,Q062
3,acquisition_pool,17,Q063
3,acquisition_pool,18,Q064
3,acquisition_pool,19,Q065
3,acquisition_pool,20,Q066
3,acquisition_pool,21,Q068
3,acquisition_pool,22,Q074
3,acquisition_pool,23,Q075
3,acquisition_pool,24,Q078
3,acquisition_pool,25,Q079
3,acquisition_pool,26,Q081
3,acquisition_pool,27,Q082
3,acquisition_pool,28,Q083
3,acquisition_pool,29,Q084
3,acquisition_pool,30,Q086
3,acquisition_pool,31,Q089
3,acquisition_pool,32,Q090
3,acquisition_pool,33,Q093
3,acquisition_pool,34,Q095
3,test,0,Q006
3,test,1,Q008
3,test,2,Q009
3,test,3,Q010
3,test,4,Q015
3,test,5,Q017
3,test,6,Q020
3,test,7,Q027
3,test,8,Q030
3,test,9,Q034
3,test,10,Q037
3,test,11,Q041
3,test,12,Q048
3,test,13,Q051
3,test,14,Q055
3,test,15,Q058
3,test,16,Q060
3,test,17,Q071
3,test,18,Q072
3,test,19,Q088
